1F643,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f643.png,🙃,거꾸로 된 얼굴|뒤집힘 |얼굴 |위아래
1FAE0,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae0.png,🫠,녹아 내리는 얼굴
1F609,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f609.png,😉,윙크하는 얼굴|얼굴 |윙크
1F60A,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f60a.png,😊,미소 짓는 눈으로 살짝 웃는 얼굴|눈웃음 |미소 |스마일 |얼굴 |웃는 얼굴
1F607,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f607.png,😇,후광이 비치는 웃는 얼굴|미소 |스마일 |얼굴 |웃는 얼굴
1F970,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f970.png,🥰,하트와 함께 웃는 얼굴|반한 |사랑에 빠진 |사랑하는
1F60D,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f60d.png,😍,하트 눈 얼굴|사랑 |얼굴 |하트 |하트 뿅뿅 얼굴
1F929,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f929.png,🤩,반한 얼굴|별 눈 |별 모양의 눈
1F618,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f618.png,😘,키스를 보내는 얼굴|뽀뽀 |얼굴 |키스 |키스를 날리는 얼굴
1F617,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f617.png,😗,키스하는 얼굴|뽀뽀 |얼굴 |입술을 내민 얼굴 |키스
263A,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/263a.png,☺,웃는 얼굴|미소 |스마일 |웃음 |웃음 짓는 얼굴
1F61A,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61a.png,😚,눈을 감은 채로 키스하는 얼굴|뽀뽀 |얼굴 |키스
1F619,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f619.png,😙,미소 짓는 눈으로 키스하는 얼굴|뽀뽀 |얼굴 |웃으면서 뽀뽀하는 얼굴 |웃으면서 입술을 내민 얼굴 |키스
1F972,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f972.png,🥲,눈물 흘리며 웃는 얼굴|감사 |긍지 |눈물 |미소 |안도
1F60B,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f60b.png,😋,맛있는 음식을 음미하는 얼굴|맛있어 |맛있어하는 얼굴 |얼굴
1F61B,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61b.png,😛,혀를 내민 얼굴|메롱하는 얼굴 |얼굴
1F61C,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61c.png,😜,윙크하면서 혀를 내민 얼굴|얼굴 |윙크하면서 메롱하는 얼굴
1F92A,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f92a.png,🤪,괴짜 얼굴|괴짜 |엉뚱한 얼굴 |익살스러운 얼굴
1F61D,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61d.png,😝,눈을 감고 메롱하는 얼굴|눈을 감고 혀를 내민 얼굴 |얼굴
1F911,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f911.png,🤑,돈 모양의 입이 있는 얼굴|돈 |얼굴 |욕심 |입 |탐욕
1F917,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f917.png,🤗,포옹하고 있는 얼굴|반가워하는 얼굴 |얼굴 |포옹 |환영
1F92D,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f92d.png,🤭,손으로 입을 가린 얼굴|앗
1FAE2,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae2.png,🫢,눈을 뜨고 손으로 입을 가린 얼굴|감탄 |깜짝 놀란 열굴 |놀라움 |당황 |믿기지 않음 |서프라이즈
1FAE3,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae3.png,🫣,한쪽 눈을 가리고 훔쳐보는 얼굴|매료됨 |빤히 쳐다보기 |훔쳐보기
1F92B,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f92b.png,🤫,쉿 하는 얼굴|쉿 |조용
1F914,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f914.png,🤔,생각하는 얼굴|생각 중 |생각에 잠긴 얼굴 |얼굴
1FAE1,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae1.png,🫡,경례하는 얼굴|경례 |군대 |네 |알았어 |응 |화창
1F910,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f910.png,🤐,지퍼로 입을 잠근 얼굴|비밀 |얼굴 |입 |지퍼
1F928,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f928.png,🤨,눈썹을 치켜올린 얼굴|불신 |의심
1F610,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f610.png,😐,덤덤한 얼굴|얼굴
1F611,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f611.png,😑,무표정한 얼굴|얼굴 |포커페이스 |표정 없는 얼굴
1F636,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f636.png,😶,입이 없는 얼굴|얼굴 |입 없음
1FAE5,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae5.png,🫥,테두리가 점선으로 된 얼굴|내성적 |보이지 않음 |사라짐 |숨기 |우울 |좌절
1F636 200D 1F32B,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f636.png|https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f32b.png,😶‍🌫,공상에 잠긴 얼굴|멍 |멍청한 얼굴 |멍함 |안개 속 얼굴 |엉뚱한 생각에 잠긴 얼굴
